input,output
"""우주는 돈으로 만들었다고 말한 내 말이 어때요. 나는 탈레스보다 용감하다고. 이 놈이 무슨 귀신같이.""","첫 번째 그림자는 이렇게 변해갔다. 남녀의 사랑이라고 하는 것은 성적 쾌락을 이해한 후 처음으로 생기는 것이다. 부부의 사랑이라고 하는 것은 남녀의 사랑에 의리라는 것이 더해진 것에 불과하다. 부부의 성관계라는 것은 그저 아내와 남편이 (이유는 모르지만) 해야 할 것으로 여겨지는 것에 불과한데, 서분이에게는 남편에 대한 아내로서의 애정이 존재하지 않았다. 아내란 것이 어떤 것인지 그 의미조차 몰랐다. 밤에 같은 자리에서 자는 것이 내외사인데 이 이상은 몰랐다.아직 성과 애정, 부부 문제에 대해 아무런 감각이 없던 서분이의 귀에 몇 가지 사건들이 들어오면서 서분이도 남편을 죽여보고 싶은 생각이 들었다. 그 생각의 근원에는 남편이라는 것이 죽어야 할 사람이라는 막연한 생각이 섞여 있었다.그는 자신의 시부모와 자기네가 수십 년 전에 젊은 부부였다는 사실을 생각하지 않았다. 또한 자신의 친부모도 수십 년 전에는 젊은 부부였다는 것을 잊어버렸다. 두 사람이 하나가 되는 것을 생각하지도 않았다. 남편이라는 사람은 그다지 밉게 보이지는 않았지만, 왜 그런지 왠지 남자같이 느껴졌다. 비록 사라져도 누구에게도 상처를 주지 않을 남자였다. 시부모는 더욱 그랬다. 서분이에게는 지금까지 친부모만이 남자가 아니었다."
"""우주가 물로 되었다고? 불은 무엇으로 설명하고? 우주는 돈으로 되었다니 하하."""," 그렇게 생각하며 어느 날 남편의 식사에 바늘을 몇 개 묻혔다. 어른과 아이들이 모여 저녁을 먹을 때, 남편도 숟가락을 들었다. 그때부터 이상하게 서분이의 마음은 어떤 괴상한 공포로 인해 자기 마음을 잡을 수 없게 되었다. 남편이 숟가락으로 밥을 먹을 때마다 서분이는 입을 벙벙하게 닫았다."
"""이놈아, 우주는 이것으로 되었어!"""," 남편이 입으로 밥을 먹을 때마다, 이런 말을 날로 삼아 서분이는 몇 번씩 어쩔 줄 모르고 소리를 내었다. 남편을 주의하도록 시어머니에게 두 번씩 이렇게 말씀을 받았다. 그런 때마다 "
"""아니, 면도칼을 가져온 것은 널 죽이려는 게 아니야. 난 내가 죽으려는 거야. 내 생명을 끊을지언정 사랑하는 네 손가락 하나를 다치게 하기 싫어."""," 하고 머리를 숙이고 있었지만, 한 입만 먹고 나면 그의 주의는 다시 남편의 숟가락으로 돌아갔다. (오늘은 이상하게 밥을 많이 먹네.) 서분이는 울상이 되어 이런 생각까지 하게 되었다.남편의 그릇이 거의 바닥까지 비게 되었을 때, 남편은 갑자기 "
"""객혈""", 소리를 내며 술을 멈추었다. 서분이는 억지로 입으로 가져갈 숟가락을 힘없이 떨어뜨렸다. 그리고 죽으려는 듯이 눈을 감았다. 남편은 손가락을 입에 넣고 찾다가 바늘을 하나 꺼내왔다. 
"""천지가 내 주소야""", 아무것도 모르는 남편은 그것을 대수롭지 않게 여기고 바늘을 벽에 꽂아버렸다. 
"""내가 이렇게 살게 된 것은 너 때문이야. 나는 성공도 없고 희망도 없고 일생은 이렇게 망가졌어. 준원군, 나는 진심으로 너의 성공과 행복을 비는 거야."""," 서분이는 눈을 떠보니 그의 눈에서 눈물이 쏟아져 나왔다.그날 밤은 평소와 달리 남편이 사랑스러운 밤이었다. 죽었다고 생각했던 남편이 살아온 것처럼, 서분이는 감동해서 남편을 감싸안았다. 성을 아는 여인이 오래간만에 정랑과 만난 것처럼, 서분이는 자려고 하던 남편을 깨워서 쓸어안았다. 눈물은 때로는 까닭없이 흘렀다."
"""나는 죽을래요"""," 자려는 남편을 깨워서 이런 말을 여러 번 물었다.무사히 몇 달이 지났다. 내부와 외부의 관계는 다른 사람들도 볼 때 전보다 좋아진 것 같았다. 서분이는 더 어린 남편을 매일 밤 힘있게 돌봐주고 닦아주었다. 그러나 어느 날 악마가 다시 그의 마음을 사로잡았다. 어느 날 저녁 식사에 그는 남편의 음식에 양잿물을 넣었다. 왜 이런 일이 일어났는지 서분이도 모른다. 양잿물이 남아있는 것을 보고 얼마 전에 건너 동네에서 어떤 여자가 자기의 남편에게 양잿물을 먹였던 것이 떠오르면서 기계적으로 행동한 것에 불과했다.그날 서분이는 저녁 식사를 먹기 싫다며 동네 집에 놀러갔다. 그의 계획은 몇 시간 동안 그 집에서 놀다가 남편이 죽은 후에 집으로 돌아오는 것이었다. 동네 집에서 그는 동무들과 윷놀이를 했다. 그러나 윷놀이를 하면서도 그의 마음은 잠시라도 안정되지 않았다. 몇 번이나 귀를 기울였다. 혹은 멀리서 무슨 소리가 들리는지 확인하려고 혼자서 흠칫흠칫 놀랐다. 그러다가 윷을 중도에 내려놓고 그 집을 나섰다.그의 집에서는 비극이 시작되는 때였다. 서분이가 거의 집에 도착했을 때 남편의 토하는 소리가 들렸다. 시어머니의 소리도 들렸다. 서분이는 참을 수 없었다. 한 걸음에 뛰어가서 토방 위로 올라섰다. 그리고 문을 열기 직전에 손을 멈추고 귀를 기울였다. 남편의 토하는 소리와 신음하는 소리, 부모님이 덤벼드는 소리, 몸을 뛰노는 소리... 서분이는 문을 열고 들어가며 뛰어들었다."
"""세상에는 따뜻한 여성의 손이 많긴 많겠지만...""",
"""R관지숙 K대학생 윤광호는 어제 오후 단도로 자살했는데, 그 직전에 김준원을 방문한 것으로 알려졌다.""",서분이는 남편을 보았다. 남편의 얼굴은 고통으로 인해 찡그려져 있었다. 몸은 잠깐도 멈추지 않고 뛰었다. 순간 서분이는 마음이 폭발할 듯한 공포를 깨달았다. 그는 죽음을 눈으로 보았다. 죽음이 얼마나 두렵고 큰 것인지를 목격했다. 그 죽음이 제 남편 위에 내려앉은 것을 보았다. 그 죽음을 초래한 것이 자기라는 것을 깨달았다.동시에 남편에 대한 새로운 인식이 마음 속에서 폭발하며 떠올랐다. 
"""흥, 특대생!""", 지금 자신의 독수리로 인해 죽을지도 모르는 그 사람은 시부모의 아들이나 친정 부모의 사위가 아니라 자신의 사람이라는 생각이 강렬하게 일어났다. 
"""여보 P씨, 당신은 우리 친구 한 명을 죽였습니다""", 서분이는 남편의 어깨를 흔들어보고 맹렬하게 집을 뛰쳐나왔다. 서분이는 이웃집으로 달려갔다. 그리고 문을 활짝 열고 머리만 들여다봤다.
"""설마 나 때문에 죽은 게 아니야?"" "" "" ""아니요, 당신 때문에 죽었어요. 당신도 살아가려면 광호의 죽음을 알려야 해요.""",
"""춥다""",
"""빙세계에 나서 빙세계에 살다가 빙세계에 죽은 윤광호의 묘.""",
"""눈이 뿌리고 바람이 차오구나, 발가벗은 너를 안아줄 사람은 없어. 안아줄 사람을 찾아 영원히 침묵에 들도록"" ""새마을""",
"""야, 범네야!""",
"""너가 특실이니?""",그저 그런 말을 하자 서분이는 문을 쾅 닫고 그 집을 나와 다음 집으로 갔다. 세 집째에서야 서분이는 양잿물을 제거하는 방법을 겨우 알게 되었다.
"""응, 너희 할아버지 어디로 갔니?""",이 말에 대해 누가 양잿물을 먹은 것인지 묻는 질문에는 대답하지 않고 집으로 달려온 서분이는 곧 부엌으로 들어가 뜨물을 한 그릇 떠가지고 방 안으로 들어왔다.
"""벌써 성내로 가셨는데...""",철레철레 뜨물을 흘리며 들어오는 며느리를 시어머니는 경이로운 눈으로 쳐다보며 피했다.
"""너는 아버지가 없어?""",이 말뿐인 서분이는 남편에게로 가서 날뛰는 남편을 쓸어안고 머리를 억지로 자신의 무릎 위에 눕힌 뒤 뜨물을 부어 넣었다.푸퉤하는 남편은 뜨물을 뱉었다. 서분이는 다시 먹였다. 먹이고 뱉고 하는 동안 남편은 몇 모금의 뜨물을 마셨다. 뜨물을 남편의 입에 부으면서 서분이는 정성을 다해 신령께 축원하고 있었다. 제 목숨을 내던지더라도 이 사람을 살려주세요. 죽지 않게 해주세요.그 결과 뜨물 덕분이든지 서분이의 열심인 탓이든지 남편의 생명은 유지되었다. 그러나 입과 창자가 염증을 일으켜 목숨은 위태롭게 매달렸다. 서분이는 잠깐이라도 남편의 옆을 떠나지 않고 위태로운 남편을 돌봤다. 세상의 어떤 어머니가 자식에게 이렇게 지극한 관심을 가졌을까. 한 주일 동안 간호하는 동안 서분이는 자리에 누워 보지도 않았다. 짧은 휴식이 올 때만 남편의 턱에 기대어 깜빡이며 졸았다. 이 간호에 남편의 병은 날로 좋아졌다. 일주일이 지나면서 조금씩 밥도 먹게 되었다.하지만 세상은 무서웠다. 알 수 없는 급병으로 몸부림치는 남편을 서분이는 어떤 근거로 양잿물을 먹였다는 것을 알고 그 집을 찾아다니면서 문의를 하려고 동네를 돌아다녔던 것은 이제 문제를 일으킨다. 그리고 그 문제는 점점 퍼져서 경찰에게까지 전해졌다.서분이는 남편의 침대 앞에서 경찰에게 끌려갔다. 아직 마음을 편히 놓지 못했기 때문에 이틀만 더 병동호를 해달라는 서분이의 탄원도 효과가 없이 그는 앓고 있는 남편을 남겨두고 주재소로 끌려갔다.
"""아버지는 서울에 계시고 큰 언니도 서울에 있어요...""",
"""지금 함께 있는 사람은 누구야?""","그는 문제 없는 척하며 조심스럽게 웃어 보였다.내 일 때문에 아픈 건가.내 생각에 그때 그의 마음은 애잔했다. 동지이자 애인인 나를 감옥에 남긴 그의 마음은 허전할 것이다. 면회의 짧은 순간이 번쩍 지나가고, 돌아서는 그의 눈에는 눈물이 맺혀 있을 것이다.고독한 감옥 생활이 얼마나 젊은 그를 괴롭히고 있었을까. 혜경을 위해 미안한 생각만으로도 빠른 속도로 이 감옥 문을 차고 나갔으면 좋겠다.나 때문에, 나 때문에.그는 혼자 중얼거렸다. 혜경은 분명히 병에 걸린 모양이다. 이 이유 외에는 면회를 오지 않을 이유가 없었다.그럼 적어도 한 장의 엽서는 있을 텐데.면회 때면 혜경은 편지를 잊지 않았다. 감옥 안에서 허용되는 범위 안에서 사회적인 일들을 암시적으로 알려주고, 그의 친절하고 용감한 감정이 선명하게 달필로 흘렀다. 마치 황야를 날아다니는 파란새처럼 이 편지가 형식에게 위로가 되었던 것도 분명하다. 하지만 이 편지마저도 면회 이후로는 휴식을 취해 버렸다.편지조차도 보낼 수 없을 정도로 위험한가.그는 머리를 흔들었다. 출소의 기쁨 날짜가 며칠 남지 않은데 다시 불행한 일을 생각하는 것은 싫었다.어린애처럼 환상에 사로잡혀 그의 머리를 지배했다.혜경은 조용히 면회에 오지 않았다. 출소할 때의 기쁨을 더 크게 만들기 위해 일주일만 더 지나면 자유롭게 만나볼 수 있는데, 그 괴로운 면회에 참여할 필요가 어디에 있겠는가? 그 까다로운 조건을 감안해서 편지를 써야 할 이유가 어디에 있겠는가? 푸른 하늘에 쌍둥이 새처럼 나날을 펼칠 자유로운 날이 가까워지지 않았느냐. 참아봐, 참아봐, 일주일만 더 참으면 되지 않느냐.형식은 혼자 웃었다.그때 문이 갑자기 열렸다."
"""외할아버지하고 음식 만드는 어머니예요...""","감시관의 목소리가 거칠게 외쳤다. 그것은 형식의 죄수 번호였다.간수를 따라 복도를 돌아 면회실로 나갈 때,일주일을 못 참아서 면회에 왔어요.형식은 다시 한 번 웃어 보였다.면회실. 작은 책상 위에 유리로 막힌 눈을 홉뜨고 있는 두 명의 감시관은 수인부를 들고 있었다. 방을 둘로 나누는 정거장 목책과 같은 것 중 한 쪽은 나무로 만들어진 간살이 되어 있었고, 죄수와 면회인이 마주 보는 곳에는 아래는 나무로 막혀 있고, 상반신은 서로 볼 수 있는 웃막이에는 불투명한 포장이 가려져 있었다. 이 어린이 장난감 같은 포장에는 눈물과 한숨이 얼마나 서려 있었을까. 포장이 벗겨지자, 형식 앞에는 진짜로 혜경이가 나타났다.잠깐 어색한 침묵. 상대방의 말의 실마리를 찾는 순간이다. 이쪽과 저쪽이 서로 말을 주고받다가 말이 막히는 때는 그 포장이 사정 없이 나린다. 규정상 삼십 분만큼 말을 주고받아야 하지만, 실제로는 삼 분을 넘지 못하는 것이 일반적이다. 말을 끊지 않고 끊임없이 대응하는 것도 쉽지 않은 일이기 때문이다.형식은 내가 걱정한 것을 그대로 물었다."
"""내일 다시 놀러와""",
"""심심하면?""","혜경은 밝게 웃어 보인다. 촉촉한 뺨은 불타오르는 것 같고, 매우 눈부신 큰 눈은 푸른빛으로 밝다. 정말로 그의 말로 병의 그림자는 찾을 수 없을 것이다.형식은 숨결이 저절로 심호흡이 되었다. 기름과 머리카락 냄새조차도 붉은 입술에서 번쩍이는 얼굴에서, 젊은 육체에서 높이 뛰는 심장에서 퀴퀴하고 어찔어찔한 향기를 마시는 것처럼, 뜨거우면서도 끌리는 감옥의 냄새가 콧속에 스며든다. 오아시스에서 한 모금 시원한 물을 마시듯, 이보다 더 환상적인 효과를 낼 수 있을까. 아모리 술이라도 마셨다면, 더 부드럽게 마음을 녹여줄까. 형식은 이 향기로 청춘과 열정과 자유를 담당한다.혜경이 말을 이어간다."
"""저 아이는 어디서 살아온 걸까요? 정말 예쁘네요.""",혜경은 봄하늘에 흥겨운 종달새보다 더 쾌활하게 노래를 부르고 있다.형식도 어이없이 웃다가 전번 면회 때 오지 않은 것이 암만해도 마음에 걸려서 말했다.
"""얼마나 봐도 예쁘네요. 한 번 제대로 볼 수 있으면 좋겠어요.""",
"""범네야, 어디 갔다 온 거야?""",혜경은 날짜를 맞추려는 듯이 고개를 가볍게 흔든다. 형식의 눈썹이 약간 움직이는 것처럼 보인다. 혜경의 말이 자신의 감정과 어울리는 듯하다.
